Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita (current US$),NY.GDP.PCAP.CD,Bermuda,BMU,62583.1002034588,66111.7252270036,70359.3191088798,75882.0338560339,83912.6977976846,90849.5869806436,93605.7481653976,88463.3128161375,88207.3275597322,85973.158416455,85458.455507886,85748.0654143782,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bhutan,BTN,897.445333164014,1009.00623184688,1107.92059564068,1257.54864008661,1346.08577480046,1755.16170904287,1810.57617704401,1786.81067200588,2201.29307778936,2485.78705216849,2452.15158793741,2383.04472990264,2560.52213174131,2532.45446832741,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bolivia,BOL,913.575853422027,917.36431048617,978.334757576746,1046.4278428307,1233.59297372996,1389.6317502607,1736.92401415151,1776.85718962366,1981.16010525701,2377.70068972888,2645.29027433174,2948.03291763073,3124.08076212353,3095.3596925636,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bosnia and Herzegovina,BIH,1746.48638346723,2192.64707824367,2619.75325753727,2928.26359035282,3351.96339986152,4107.99623197216,4974.66226666137,4586.20631315947,4475.08813004565,4860.78181134244,4494.64064038047,4748.04069226421,4851.66052786926,4197.80730449044,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Botswana,BWA,3044.12735338963,4149.04137748834,4879.45946154727,5327.8535176786,5342.1403362253,5666.63784692568,5561.89823998598,5115.11924667202,6244.00257387272,7504.85090744898,6885.82968106945,6806.67746673071,7153.44432535212,6360.64477568565,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brazil,BRA,2805.71725723054,3040.50649558819,3596.22457976056,4730.65346838158,5808.34054715979,7246.87010479067,8706.81914190374,8474.88106576607,11121.4209541496,13039.1216499582,12157.3082176473,12071.7779871352,11728.7993875108,8538.5899749574,..
GDP per capita (current US$),NY.GDP.PCAP.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Brunei Darussalam,BRN,17016.9434933055,18758.9808946915,22131.9460641106,26337.9181126619,31157.6884478525,32707.7043073602,37798.3935034007,27726.481053695,31453.2243965354,41787.0214028978,41807.6533410575,39151.2342290391,40979.6419433378,36607.9278817468,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,2079.2289749196,2693.75876041107,3353.56414854374,3852.97775647268,4455.69022418578,5932.89967659315,7296.12247858585,6955.98773253421,6752.55217774882,7750.03988003072,7333.35507303945,7656.63850554922,7851.26542804234,6819.86910816324,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,260.808434035691,332.423768678194,371.39519613887,406.998837384044,422.479937975237,474.710945144576,569.014263800778,551.843240912558,574.458089293656,665.807446693793,673.026783425407,709.071247673448,713.456441626675,613.04190350453,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,115.279880322528,106.016974729214,119.460135012836,140.815135598437,154.924525713107,159.265471311463,182.687801252318,190.394203666589,214.230990840075,240.614483459126,244.19648623151,259.365208150184,286.002335872952,275.982345424148,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,1363.59269785045,1759.25613050028,1970.89137341237,2049.61597927754,2316.47949032154,3145.65382839852,3698.31539708634,3517.38679057537,3393.92749190379,3766.11165442324,3497.69114086984,3623.22242981431,3641.10765586575,3131.13105247824,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,337.804253525763,361.070347600538,407.084906162166,472.448855862778,537.848582712145,629.282877634499,742.942923336176,735.40752391652,782.692789877004,879.15124409234,946.476678710416,1024.60886982001,1094.57668777899,1158.68990352486,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,648.399605385763,791.106475390237,892.898777660583,915.091287679653,965.368688278105,1070.95467461962,1191.70955436733,1164.71725437091,1147.2423467852,1258.92465066853,1222.19214220436,1331.20002144388,1407.40341322234,1250.77745553629,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,24167.8043060561,28172.1488309084,31979.8719510723,36189.5883840265,40386.6994835116,44544.5268004039,46596.3359912609,40773.4543637445,47445.7619347846,52083.8262233942,52495.2884719937,52266.1756761394,50185.4814970346,43248.529909341,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,..,..,64104.7515979462,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,256.850608771017,290.509658252235,318.483794625707,332.946640076818,353.894451706416,404.113181854386,463.82761863065,454.369316916856,446.800204552837,488.357342192885,472.818218057294,317.167370468595,351.994226017866,306.778752292853,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,220.795351920543,292.581582779074,454.655283384692,660.181556791972,712.046809818059,801.401600354542,929.279644921587,803.914352345424,895.877995851542,988.44315979422,972.679345110246,985.095322000684,1024.66835402191,775.695090525313,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,44158.0402554468,48227.6655087624,55844.1166944098,57209.2491624825,62260.2255450367,73568.2348279852,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,4566.52332569982,4948.74817981811,6323.75763995653,7728.61189741759,9500.83516202761,10513.540709255,10791.0201852508,10217.314025841,12785.0518749485,14582.1705198579,15253.3308268878,15764.7554534036,14566.1490549183,13383.8767996662,..
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,1141.75764437513,1280.60285480797,1498.17379562532,1740.09672638011,2082.18336250102,2673.2941909354,3441.22135457021,3800.47454161277,4514.94052013381,5574.18709336902,6264.64387793993,6991.85386564447,7587.28973166335,7924.65395661835,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,2355.72575251682,2246.25764788011,2740.24986649308,3386.02547761041,3709.07691441063,4674.21171017719,5433.70641243197,5148.41134363939,6250.65449979147,7227.77082955644,7885.06129230214,8030.69086053799,7918.07890039352,6056.14771720405,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,428.789838993073,538.697657966253,609.640698048682,614.861327262045,640.742983808889,712.120009845376,777.677774365267,754.992824376438,739.897790576235,790.568095579413,750.314608600501,796.764538376469,810.075760030612,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",ZAR,171.234012142147,169.908591287224,189.588713460121,213.310458975988,246.802813625143,273.486479705116,310.731024398184,286.048180345085,311.247895988429,350.270654249723,390.706603504699,413.695798374815,437.814931178272,456.052740548312,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,927.269588574872,1049.31759518488,1362.19883289141,1737.61154643105,2144.83494288074,2259.26941316352,3094.10971959379,2428.260232581,2953.18500787675,3453.22122885647,3191.16429881094,3205.4577827894,3147.07152408764,1851.19991555492,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,4145.58609310131,4245.67702051491,4441.41215952252,4700.01492584503,5228.02541286506,6024.07848677915,6736.16781850145,6546.56555419881,7985.95103532732,8963.68005199175,9733.39693054024,10461.5775053474,10415.4566496773,10629.8443220455,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,718.45311302737,875.086095068783,929.893383975566,942.21638493014,962.918442738785,1078.54150198701,1257.6755819286,1233.30485612418,1236.08519806872,1231.86783405173,1281.38286516731,1447.22282098015,1545.94224925162,1398.69458900615,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,6053.7160373911,7805.88141833108,9365.74246801187,10224.2405855179,11363.4184456056,13546.6987224454,15893.8605622792,14157.144161951,13509.1858157682,14542.1775991872,13235.9775701749,13574.9780420161,13480.6507536281,11535.8293558997,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,3003.28846783149,3201.25027229553,3398.62001231242,3786.87532923212,4677.70901427106,5193.48428572986,5385.74072701207,5494.9253114112,5688.66673216525,6092.61390179952,6448.1556351432,6789.84959742592,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,15988.2750382377,20110.1201722943,23578.4293524547,24738.009385173,26455.1323679197,30915.4863902681,34950.3512981385,31673.4577102038,30438.9001948061,31836.6195112171,28868.2738161645,27909.107205255,27245.7446249009,22957.3979825514,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,8011.89807378016,9741.05838376821,11667.6321201205,13317.7298342014,15159.1411456575,18333.9459002641,22649.3793400813,19698.4920909142,19763.9637984737,21656.9414181786,19640.9286597038,19813.8715746383,19502.4173306083,17231.2817109642,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,33228.6929087101,40458.7706402839,46487.5149113562,48816.8358639645,52041.0029728889,58501.1383160235,64181.9946654657,57895.5012246202,57647.668762065,61304.0612046553,58125.3648186912,60361.7387715794,61330.9126252044,52002.1510437879,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,792.963851266666,822.097050066409,867.68359002025,910.364507373486,974.564237418055,1060.81494028965,1234.01335566559,1279.25194790974,1358.46050004911,1472.01420497368,1586.78013328429,1683.42992283707,1813.59622614428,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,4837.63193388561,4997.16258013915,5329.13579612909,5250.35256117448,5522.28561848027,5953.54871786823,6463.62421732408,6891.46079666539,6937.2560836301,7023.35342821604,6768.29441564044,7036.54838784344,7251.83505895688,7399.25395951813,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,3008.46904767502,2372.62977187575,2421.09388217196,3681.06541467851,3836.47564860281,4637.2399594493,4996.94266349512,4933.94304974006,5441.96574880243,5820.39629964542,5967.0009840488,5952.32900678338,6147.3435691579,6373.55355280729,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,2183.96746464366,2440.46916385745,2708.55829298253,3021.94276733003,3350.78414231906,3590.7115134942,4274.94082062073,4255.55556311861,4657.30173745799,5223.37757490143,5702.16828789377,6051.61112938686,6345.84072505948,6248.11087312643,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,1238.92655752261,1147.78171316851,1071.3233388161,1196.73330850419,1409.17787522982,1681.31448106002,2061.61277225263,2349.28686465682,2668.03598826159,2816.66694347778,3226.13137881998,3264.45006267526,3365.70742057477,3614.74676616271,..
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,2435.47274816187,2549.88663649402,2666.33969548812,2874.25725626454,3108.59252933697,3358.42125185462,3569.33539344715,3431.28006791812,3547.07098315322,3821.33858985521,3921.72039511659,3998.73949938617,4102.0638517964,4219.35032953932,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,3182.76787373008,4234.60208580725,7276.0756558754,13129.5981770095,14162.0548880632,16186.17320583,23347.6608504426,14451.5242165903,17441.0925450303,22944.9262899318,23278.2300613417,21497.894425719,18918.2768313328,11120.8579902839,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,192.50764323803,221.526812689201,272.832832575321,262.074529800649,281.375017348319,299.111451823154,306.665143919595,404.196309045471,451.426693297243,544.462431141676,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,5308.34696117632,7174.24079225034,8850.46784994613,10338.3172625946,12595.414840361,16586.4079613909,18094.5473954875,14726.3139057181,14641.4031443742,17453.7537611724,17490.9931300409,19155.4212505428,20147.7782167553,17295.36383043,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,111.531169295354,119.058658783821,135.976361909988,161.876953908295,194.077993674435,243.628845484383,325.794900659893,380.264841033255,341.85895616943,355.588991513187,469.792303889824,503.902606586893,573.565960346077,619.143563112135,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,26731.1371367759,31098.0899974115,35008.1685188704,35808.8298627485,40617.3049771172,46878.115456099,49625.4786680383,46429.9206292594,47381.5227624969,50910.4340505074,48695.1711837983,54117.8444148388,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,2259.05579575103,2835.98091747817,3332.91446001498,3658.61747680046,3750.03499077416,4079.22884156087,4178.32169073543,3369.85520485942,3651.9582906354,4351.91933412407,4550.26709452374,4765.84402994337,5112.38189037251,4916.25099567297,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46205.1660111855,50787.5649828531,47415.5598711351,49638.0771298139,49864.5762453579,41920.7977456941,..
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,24275.2426027905,29691.1815836764,33874.7425478435,34879.7263291899,36544.5085344191,41600.5839748157,45413.065712185,41631.1314123702,40705.7662299421,43807.4759032413,40838.024436834,42571.1979897409,42546.8387870273,36248.1801907194,..
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,4119.15459556026,4929.32263663698,5755.95950423203,6865.32349733016,7206.96840817941,8632.75695116356,10523.2702492172,8003.79074340784,9312.04946268888,11530.1472010731,10642.4322523013,10658.7727292505,10772.0617537637,8311.47651219177,..
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,442.186688046316,360.677324396328,414.98105275821,433.291583107888,440.313938442306,519.95470925231,608.646438831853,549.539506668519,562.568166142471,516.984254988416,504.989013819816,484.112864967249,441.293817014382,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,779.384593479877,928.010822716837,1207.36722750294,1530.05752090499,1872.68041606715,2492.12877994527,3174.94900068643,2706.58851158173,2964.47704802208,3725.06322121592,4142.8691753655,4274.37687295064,4429.65007451491,3795.97330845042,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,25205.164445175,30359.9521525666,34165.9340305131,34696.62091671,36447.8723183195,41814.8190965222,45699.1983232962,41732.707253158,41788.0447853084,45936.0812598523,44010.9313869814,45600.7745095204,47767.0019056435,41219.049207038,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,311.616825027768,375.880704460924,426.159234240606,501.72407455066,929.726628584054,1099.02231257957,1234.07990011094,1095.50323245528,1323.09914056856,1587.19087274761,1641.82592182439,1827.10136779993,1441.63645311166,1381.41247833098,..
