Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Kazakhstan,KAZ,153.279166666667,149.575833333333,136.035,132.88,126.089430555556,122.554166666667,120.299166666667,147.496666666667,147.355,146.620833333333,149.1125,152.129166666667,179.191666666667,221.728333333333,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Kenya,KEN,78.7491416666667,75.9355694444444,79.1738760642136,75.5541094514311,72.1008350178621,67.3176381242857,69.175319816226,77.352012297579,79.2331517045455,88.8107699710456,84.5296017573529,86.1228788982654,87.9221638089727,98.1784533265271,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Kiribati,KIR,1.8405625,1.54191416666667,1.3597525,1.30947333333333,1.3279734405,1.1950725,1.19217833333333,1.28218881008452,1.09015948638677,0.969463201496735,0.965801030658708,1.03584309652054,1.10936329281692,1.33109026245502,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Korea, Rep.",KOR,1251.08833333333,1191.61416666667,1145.31916666667,1024.11666666667,954.790515833333,929.257261666667,1102.04666666667,1276.93,1156.06098787879,1108.292125,1126.47082608333,1094.85291666667,1052.96083333333,1131.1575,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Kuwait,KWT,0.303914251666667,0.298011521083333,0.2947,0.292,0.290176225,0.284213958333333,0.268828366666667,0.287785416666667,0.286606591666667,0.275978944444444,0.279935558333333,0.283589441666667,0.284567141666667,0.300852025,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Kyrgyz Republic,KGZ,46.9370666666667,43.648375,42.6499416666667,41.0118205059349,40.1528999454205,37.3162568055556,36.5745916666667,42.9041083333333,45.9642614008139,46.1439013172043,47.0044791422568,48.4380590087726,53.654058312852,64.4621082725294,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Lao PDR,LAO,10056.3333333333,10569.0375,10585.375,10655.1666666667,10159.9391666667,9603.16030624502,8744.22408816097,8516.05261542608,8258.77008620336,8030.055,8007.7575,7860.1375,8048.96033333333,8147.90583333333,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Latvia,LVA,0.618191666666667,0.571475,0.540233333333333,0.564716666666667,0.560408333333333,0.513791666666667,0.480816666666667,0.50555,0.530475,0.501233333333333,0.546875,0.529391666666667,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Lebanon,LBN,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Lesotho,LSO,10.5407466666667,7.56474916666667,6.4596925,6.35932833333333,6.77154916666667,7.045365,8.26122333333333,8.47367415824888,7.32122196115288,7.26113213232735,8.20996862659331,9.65505606913526,10.8526555687831,12.7589308811644,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Liberia,LBR,61.7541666666667,59.3788333333333,54.9058333333333,57.0958333333333,58.0133333333333,61.2722222222222,63.2075,68.2866666666667,71.4033333333333,72.2266666666667,73.5147720797721,77.52,83.8925,86.1883665716999,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Libya,LBY,1.27067917397333,1.29294412808415,1.30496614426767,1.30838482391592,1.31357162479067,1.26264486767833,1.22356239341867,1.25353448862568,1.26678941001316,1.22415249460346,1.26165963821484,1.27169182111774,1.27240206718888,1.38120985962103,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Lithuania,LTU,3.67695833333333,3.06086666666667,2.78059166666667,2.774025,2.752225,2.523725,2.357075,2.48403333333333,2.60633333333333,2.4811,2.68629166666667,2.60100833333333,2.60029166666667,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Macao SAR, China",MAC,8.03343333333333,8.02124116666667,8.02217108333333,8.01106458333333,8.00142616666667,8.03585391666667,8.02010991666667,7.98428333333333,8.00221666666667,8.01820833333333,7.9898635,7.98925533333333,7.987129,7.98496041666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Macedonia, FYR",MKD,64.3497916666667,54.3222583333333,49.4099333333333,49.2836833333333,48.8017666666667,44.7298166666667,41.8676833333333,44.100575,46.4853916666667,44.230825,47.89025,46.3953416666667,46.4371308333333,55.537075,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Madagascar,MDG,1366.39116666667,1238.32766666667,1868.85783333333,2003.02583333333,2142.30166666667,1873.87666666667,1708.37083333333,1956.20583333333,2089.95,2025.1175,2194.96666666667,2206.91416666667,2414.81166666667,2933.50833333333,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Malawi,MWI,76.6866083333333,97.432475,108.897508333333,118.419741666667,136.013541666667,139.957286620718,140.522692135642,141.16694375,150.486655869408,156.515451111111,249.105950100379,364.407287288297,424.895808098656,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Malaysia,MYS,3.8,3.8,3.8,3.78709166666667,3.66817695833333,3.43756938226247,3.33583333333333,3.52450291070644,3.22108691472175,3.06000301052058,3.08880086662188,3.15090855009725,3.27285974643047,3.90550026302768,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Maldives,MDV,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,14.6020084036964,15.3648353163596,15.3667100302841,15.3803935180893,15.3663312211982,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Mali,MLI,696.988203611667,581.200313864167,528.284809305,527.46814284,522.890109610833,479.2667825875,447.805255560773,472.186290754893,495.277021572396,471.8661140917,510.52713590197,494.04003744699,494.414952864937,591.449507501328,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Malta,MLT,0.43362033825,0.377233333333333,0.344663179985486,0.34577739225,0.340893885583333,0.311675,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Mauritania,MRT,271.739166666667,263.03,..,265.528333333333,268.6,258.586666666667,238.203333333333,262.365833333333,275.894166666667,281.118333333333,296.62,300.681666666667,302.725,324.671666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Mauritius,MUS,29.962,27.901475,27.4985166666667,29.4962333333333,31.7080666666667,31.31365625,28.4528375,31.9598,30.7844,28.70595,30.0499716666667,30.7013583333333,30.6216166666667,35.0567,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Mexico,MEX,9.65595833333333,10.7890191666667,11.2859666666667,10.8978916666667,10.8992416666667,10.9281916666667,11.1297166666667,13.513475,12.6360083333333,12.423325,13.1694583333333,12.7719916666667,13.29245,15.8482666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,"Micronesia, Fed. Sts.",FSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Moldova,MDA,13.5704975,13.9448833333333,12.3297166666667,12.599625,13.1310583333333,12.1399449731183,10.3920436827957,11.1095754339478,12.3692609613415,11.7386124865591,12.1114368159066,12.5867562314388,14.0356300499232,18.8184751452893,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Mongolia,MNG,1110.31,1146.5425,1185.2975,1205.24666666667,1179.69916666667,1170.40083333333,1165.80416666667,1437.795,1357.06416666667,1265.51583333333,1357.58,1523.9275,1817.93870833333,1970.30916666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Montenegro,MNE,1.06255166666667,0.886034166666667,0.805365,0.80412,0.797140833333333,0.7306375,0.682674711239873,0.719843359785615,0.755044951989835,0.719355253609154,0.778293601412852,0.75315918184727,0.753730736717402,0.901658961641278,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Morocco,MAR,11.0205833333333,9.57438333333333,8.86801666666667,8.86500833333333,8.79558333333333,8.19233333333333,7.750325,8.0571,8.41715833333333,8.089875,8.62844458333333,8.4055039167443,8.40633668826152,9.76434827950309,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Mozambique,MOZ,23.6779566666667,23.7822675,22.5813425,23.060965,25.4007791666667,25.8403414502165,24.3006424728653,27.518299963925,33.9600988006908,29.0675999319775,28.3729844798921,30.1041110929498,31.3526877009443,39.9824741465406,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Myanmar,MMR,6.64208333333333,6.138925,5.80583333333333,5.81816666666667,5.84294166666667,5.61688333333333,5.44145,5.57636666666667,5.63488333333333,5.44410833333333,640.653416666667,933.570456356879,984.345747560046,1162.61532862554,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Namibia,NAM,10.5407466666667,7.56474916666667,6.4596925,6.35932833333333,6.77154916666667,7.045365,8.26122333333333,8.47367415824888,7.32122196115288,7.26113213232735,8.20996862659331,9.65505606913526,10.8526555687831,12.7589308811644,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Nepal,NPL,77.8766191666667,76.1414475,73.6735966666667,71.3675,72.7556058333333,66.4150275,69.761695,77.5734307390156,73.2623590158046,74.02,85.1966666666667,92.9933333333333,97.5541666666667,102.405134331356,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,New Zealand,NZL,2.16219083333333,1.72209914639778,1.50868127077323,1.42027345661433,1.54205575669681,1.36067522852426,1.4227268095265,1.60087729521947,1.38783382768108,1.26581069673447,1.23428365501329,1.21940797394829,1.20543333333333,1.433975,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Nicaragua,NIC,14.25132525,15.1046433333333,15.9372473164627,16.7333295340502,17.5699984318996,18.4485061597542,19.3718964065011,20.3394818701997,21.3564486834358,22.4242706163594,23.5466635310839,24.7227641666667,25.9589003667435,27.2568449404762,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Niger,NER,696.988203611667,581.200313864167,528.284809305,527.46814284,522.890109610833,479.2667825875,447.805255560773,472.186290754893,495.277021572396,471.8661140917,510.52713590197,494.04003744699,494.414952864937,591.449507501328,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Nigeria,NGA,120.578158333333,129.22235,132.888025,131.274333333333,128.651666666667,125.808108333333,118.546016666667,148.901741666667,150.298025,153.861608333333,157.499425757576,157.311225,158.552641666667,192.440524441786,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Norway,NOR,7.98377883333333,7.08021666666667,6.74083333333333,6.4425,6.41333333333333,5.86166666666667,5.64,6.28833333333333,6.04416666666667,5.60460730676329,5.8175,5.875,6.30166666666667,8.06416666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Oman,OMN,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Pakistan,PAK,59.7237816666667,57.7519966666667,58.2578633333333,59.514475,60.271335,60.7385158333333,70.4080333333333,81.7128916666667,85.1938163257576,86.3433833333333,93.3951972222222,101.628899206349,101.100088423521,102.769271604675,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Panama,PAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Papua New Guinea,PNG,3.89522080166667,3.563452875,3.2225401036692,3.10194980033333,3.05673478733333,2.96534583333333,2.70008833333333,2.75514333333333,2.71929416666667,2.37096994940423,2.08364833902548,2.24451,2.461385,2.76841166666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Paraguay,PRY,5716.25833333333,6424.33916666667,5974.5775,6177.95833333333,5635.4625,5032.71666666667,4363.24166666667,4965.39166666667,4735.46166666667,4191.41625,4424.9175,4320.67416666667,4462.19166666667,5204.91,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Peru,PER,3.5165,3.478467,3.413175,3.29584166666667,3.27403250265816,3.12804457735247,2.92440833333333,3.01150833333333,2.825125,2.7541,2.63758641774892,2.70189902597403,2.83904413780664,3.18443924152237,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Philippines,PHL,51.6035666666667,54.2033333333333,56.0399166666667,55.0854916666667,51.3142725,46.148391177755,44.32328760941,47.6796884535091,45.1096641800896,43.3131369237488,42.2287947349434,42.446184830674,44.3951543042097,45.5028399421431,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Poland,POL,4.08003333333333,3.889075,3.65764166666667,3.23548333333333,3.10315833333333,2.76795,2.40924166666667,3.12014166666667,3.0153,2.96284777777778,3.25654166666667,3.16061666666667,3.15454166666667,3.7695,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Qatar,QAT,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Romania,ROM,3.305543,3.32000708333333,3.26365683333333,2.91365316666667,2.80898333333333,2.43825,2.51885833333333,3.049325,3.1779,3.04860833333333,3.4682,3.32791666666667,3.349175,4.00566666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Russian Federation,RUS,31.3484833333333,30.692025,28.8137416666667,28.2844416666667,27.1909583333333,25.5808453675404,24.852875,31.7403583333333,30.3679153383059,29.3823413709302,30.8398313519917,31.8371436402813,38.3782071444168,60.9376501088952,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Rwanda,RWA,475.365241666667,537.65498475,577.448974583333,557.822640775,551.710333333333,546.955,546.84865308254,568.281326833333,583.130906590572,600.306519681097,614.295142403067,646.635974550673,681.861718947266,720.975108896728,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Samoa,WSM,3.3762581025,2.97323765833333,2.78072343066667,2.71033673441667,2.77929404469672,2.61657247247996,2.64417628032353,2.73077850953731,2.48465658452338,2.3174720118126,2.29231194992329,2.31090003482576,2.33176884618308,2.5608736880983,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,San Marino,SMR,1.06255166666667,0.886034166666667,0.805365,0.80412,0.797140833333333,0.7306375,0.682674711239873,0.719843359785615,0.755044951989835,0.719355253609154,0.778293601412852,0.75315918184727,0.753730736717402,0.901658961641278,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sao Tome and Principe,STP,9088.325,9347.58333333334,9902.32416666667,10557.9703333333,12448.6425,13536.755,14695.2016666667,16208.4512541667,18498.601323751,17622.9350058197,19068.4168084154,18449.9526248781,18466.4030495763,22090.6445602113,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Saudi Arabia,SAU,3.75,3.75,3.75,3.74708333333333,3.745,3.7475,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Senegal,SEN,696.988203611667,581.200313864167,528.284809305,527.46814284,522.890109610833,479.2667825875,447.805255560773,472.186290754893,495.277021572396,471.8661140917,510.52713590197,494.04003744699,494.414952864937,591.449507501328,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Serbia,SRB,64.3982512695766,57.585425,58.3814,66.7138083333333,67.1458166666667,58.453525,55.7234833333333,67.5806,77.7289333333333,73.3334,87.9733,85.15885,88.4053083333334,108.811425,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Seychelles,SYC,5.48003333333333,5.40071666666667,5.5,5.5,5.51969166666667,6.7010595376306,9.45724328344921,13.60994045249,12.06775664095,12.3810319073844,13.7040312149325,12.0583166666667,12.7470333333333,13.313925,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sierra Leone,SLE,2099.03386575,2347.94166666667,2701.29666666667,2889.5875,2961.90916666667,2985.18583333333,2981.51465833333,3385.65,3978.08752653414,4349.1621352624,4344.03764170108,4332.49909858288,4524.15788192546,5080.74713570859,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Singapore,SGP,1.79058833333333,1.74218333333333,1.69022833333333,1.6643975,1.58893333333333,1.50710166666667,1.41486083333333,1.45451471343873,1.36350833333333,1.25777587719298,1.2496762037037,1.2513,1.26705,1.374825,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Slovak Republic,SVK,45.32675,36.7729166666667,32.2569166666667,31.01825,29.69725,24.6943333333333,21.3614166666667,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Slovenia,SVN,240.248215,207.113715696581,192.381124333333,192.705468,191.028257833333,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Solomon Islands,SLB,6.74877210289887,7.50594374859842,7.48474390550839,7.52987302483596,7.60945833333333,7.652,7.74791666666667,8.05504166666667,8.06450134408602,7.64125903009875,7.35520284715203,7.30213510004206,7.37534535364211,7.91468897735788,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,South Africa,ZAF,10.5407466666667,7.56474916666667,6.4596925,6.35932833333333,6.77154916666667,7.045365,8.26122333333333,8.47367415824888,7.32122196115288,7.26113213232735,8.20996862659331,9.65505606913526,10.8526555687831,12.7589308811644,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,South Sudan,SSD,..,..,..,..,..,..,..,..,..,2.98895,2.95,2.95,2.95,4.08925833333333,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sri Lanka,LKA,95.662065,96.5209508333333,101.1944575,100.498051666667,103.914445833333,110.623233333333,108.333762719298,114.944783333333,113.064480448821,110.565207851396,127.60335350681,129.069030932888,130.564685218829,135.856912797089,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,St. Kitts and Nevis,KNA,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,St. Lucia,LCA,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,St. Vincent and the Grenadines,VCT,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sudan,SDN,2.63305833333333,2.60983433333333,2.57905,2.43605833333333,2.17153333333333,2.0161,2.09016282876984,2.30153333333333,2.30600092016667,2.66661962177469,3.57295833333333,4.75676054708821,5.73686666666667,6.02573259791667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Suriname,SUR,2.34675,2.60133333333333,2.73358333333333,2.73166666666667,2.74375,2.745,2.745,2.745,2.74541666666667,3.268,3.3,3.3,3.3,3.41666666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Swaziland,SWZ,10.5407466666667,7.56474916666667,6.4596925,6.35932833333333,6.77154916666667,7.045365,8.26122333333333,8.47367415824888,7.32122196115288,7.26113213232735,8.20996862659331,9.65505606913526,10.8526555687831,12.7589308811644,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Sweden,SWE,9.73712333333333,8.08630416666667,7.34888666666667,7.47308833333333,7.37824916666667,6.75877,6.59109916666667,7.65381916666667,7.20752416666667,6.49354333333333,6.77501583333333,6.51397166666667,6.860785,8.43484083333333,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Switzerland,CHE,1.5586075,1.34665083333333,1.24349583333333,1.24517666666667,1.25384333333333,1.20036583333333,1.08309,1.08814169630268,1.04290564573352,0.888042028223281,0.937684480709349,0.926903547758285,0.916151047283613,0.962381328004354,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Syrian Arab Republic,SYR,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tajikistan,TJK,2.76413333333333,3.06136666666667,2.97050833333333,3.11656666666667,3.29840833333333,3.44248333333333,3.430725,4.14270833333333,4.37896666666667,4.61018333333333,4.73770833333333,4.76423333333333,4.93756666666667,6.16311666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tanzania,TZA,966.582784259259,1038.41900659604,1089.33477148982,1128.93417916192,1251.89997292515,1245.03546404783,1196.31070921046,1320.31206074041,1409.27221056124,1572.1162253146,1583.00278737484,1600.44431740292,1654.00451119232,1991.39096448287,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Thailand,THA,42.9600833333333,41.4846166666667,40.2224149175021,40.2201302083333,37.8819832215363,34.5181805917013,33.3133006412338,34.2857741234241,31.685705,30.4917333333333,31.0830916666667,30.7259666666667,32.4798333333333,34.2477166666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Timor-Leste,TMP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Togo,TGO,696.988203611667,581.200313864167,528.284809305,527.46814284,522.890109610833,479.2667825875,447.805255560773,472.186290754893,495.277021572396,471.8661140917,510.52713590197,494.04003744699,494.414952864937,591.449507501328,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tonga,TON,2.19518733528738,2.1458922520016,1.97156279313261,1.94303621693648,2.02588079490914,1.97093365696189,1.94244425686853,2.03449361322879,1.90598784238353,1.72895070977832,1.71950701586165,1.77371311869907,1.84677368453546,2.10576325744967,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Trinidad and Tobago,TTO,6.24868333333333,6.2951,6.29899166666667,6.29955833333333,6.31228333333333,6.32803333333333,6.28943333333333,6.32490833333333,6.37550833333333,6.40930070568578,6.42960265594542,6.44262939764659,6.40909457829793,6.37744166666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tunisia,TUN,1.42173333333333,1.28845833333333,1.24546666666667,1.29743333333333,1.331025,1.28135833333333,1.23214166666667,1.350275,1.4314,1.40778333333333,1.56189166666667,1.62465833333333,1.697675,1.961625,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Turkey,TUR,1.50722641666667,1.50088520858333,1.42553725,1.34358310833333,1.42845341333845,1.30293090533794,1.30152170281795,1.54995977566564,1.5028486296723,1.67495455197133,1.79600094441355,1.90376824244752,2.18854241775473,2.72000852790579,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Uganda,UGA,1797.5505,1963.72008333333,1810.30471365151,1780.66577689394,1831.45340494586,1723.491772343,1720.44388331777,2030.48807433418,2177.55750683358,2522.74632070807,2504.56307758328,2586.88956856561,2599.78852141862,3240.64542033826,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Ukraine,UKR,5.326625,5.33268833333333,5.31918066666667,5.124729,5.05,5.05,5.26722141666667,7.79124033333333,7.93563941666667,7.96756283333333,7.99102933333333,7.993,11.8866594166667,21.8446977666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United Arab Emirates,ARE,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United Kingdom,GBR,0.667223333333333,0.6124725,0.54618,0.549998333333333,0.543486666666667,0.499771666666667,0.54396625,0.641919263495996,0.647179345560165,0.624140835740495,0.633046988857327,0.639660577613477,0.607729626878255,0.654545478931426,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Uruguay,URY,21.2569666666667,28.2086833333333,28.7037333333333,24.4786,24.0733583333333,23.471025,20.9493166666667,22.5679833333333,20.059275,19.3142083333333,20.310575,20.4816083333333,23.246025,27.3273666666667,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Vanuatu,VUT,139.198333333333,122.189166666667,111.79,109.245833333333,110.640833333333,102.4375,101.334166666667,106.740833333333,96.9058333333333,89.4691666666667,92.6375,94.5425,97.0716666666667,108.989166666667,..
